STATE,FATAL,SERIOUS,MINOR,TOTAL CASES,NUMBER INJURED,NUMBER KILLED,TOTAL CASUALTY,PEOPLE INVOLVED,SPV,UPD,TBT,MDV,BFL,OVL,DOT,WOT,DGD,BRD,RTV,OBS,SOS,DAD,PWR,FTQ,SLV,OTHERS,QUARTER,YEAR,All Sky Surface Total PAR (MJ/m^2/day),All Sky Surface UV Index (W m-2 x 40),deg Cloud Amount (%),Surface Soil Wetness (1),Precipitation Corrected (mm/day),Surface Pressure (kPa),Specific Humidity at 2 Meters (g/kg),Temperature at 2 Meters (C),Dew/Frost Point at 2 Meters (C),Earth Skin Temperature (C),Wind Direction at 2 Meters (Degrees),Wind Speed at 10 Meters Range (m/s),Wind Speed at 2 Meters (m/s),CAUSE_SUM,CAUSE_RATE,lat,lon
PLATEAU,11,47,6,64,189,13,202,430,21,0,1,22,3,3,11,1,0,0,9,0,0,0,0,0,0,1,Q2,2024,9.253333333333332,2.1133333333333333,71.03333333333333,0.41,2.733333333333333,95.04666666666668,16.496666666666666,28.28333333333333,20.8,29.563333333333333,231.0,2.956666666666667,2.4766666666666666,266,4.15625,9.2182,9.517
RIVERS,6,5,2,13,31,14,45,86,8,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,Q2,2024,7.18,1.6566666666666665,83.05666666666667,0.75,8.313333333333334,100.72666666666667,19.936666666666667,27.223333333333333,25.10333333333333,27.243333333333336,219.03333333333333,1.5166666666666666,0.8533333333333334,58,4.461538461538462,4.8156,7.0498
SOKOTO,9,15,1,25,107,19,126,211,13,0,1,18,3,3,0,1,0,0,4,0,1,0,0,0,0,0,Q2,2024,10.026666666666666,2.103333333333333,62.15,0.23,2.42,97.7,14.230000000000002,33.026666666666664,18.21666666666667,34.623333333333335,209.16666666666663,3.790000000000001,2.543333333333333,151,6.04,13.0059,5.2476
TARABA,4,28,0,32,83,8,91,159,12,0,5,4,0,2,1,0,0,0,11,0,1,0,0,0,0,0,Q2,2024,9.106666666666667,2.0733333333333337,75.51333333333334,0.3166666666666666,1.9966666666666668,98.01666666666668,16.49,30.98,21.406666666666663,32.403333333333336,229.4,3.8866666666666663,2.986666666666667,123,3.84375,8.8904,11.363
YOBE,16,22,0,38,155,21,176,289,20,0,5,9,0,1,0,2,0,0,7,0,0,0,0,0,0,0,Q2,2024,10.409999999999998,2.2133333333333334,60.620000000000005,0.0833333333333333,0.3566666666666667,96.51,9.696666666666667,34.11333333333334,10.683333333333332,35.54333333333333,144.20000000000002,3.543333333333333,2.083333333333333,214,5.631578947368421,12.0,11.5
ZAMFARA,7,13,0,20,84,16,100,187,8,0,0,5,0,0,1,0,0,4,0,0,3,0,0,0,0,0,Q2,2024,9.93,2.1300000000000003,62.86333333333334,0.2866666666666667,1.39,94.98666666666666,13.71,30.94333333333333,16.98,32.656666666666666,214.3,3.826666666666666,2.513333333333333,120,6.0,12.1704,6.659
ABIA,5,10,0,15,104,17,121,196,4,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,Q3,2024,6.6000000000000005,1.4333333333333331,86.66333333333334,0.7433333333333333,5.6866666666666665,100.19666666666666,18.26,25.55666666666667,23.576666666666668,25.686666666666667,225.16666666666663,2.356666666666667,1.83,136,9.066666666666666,5.4527,7.5248
ADAMAWA,6,35,2,43,107,10,117,203,16,1,2,0,0,0,0,4,0,0,11,1,0,0,0,0,1,0,Q3,2024,7.703333333333333,1.7166666666666668,79.50666666666667,0.6033333333333334,9.486666666666666,98.23,17.63,26.35333333333333,22.66333333333333,26.576666666666664,258.56666666666666,3.06,1.71,160,3.72093023255814,9.3265,12.3984
AKWA IBOM,3,2,2,7,13,4,17,51,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Q3,2024,,,,,,,,,,,,,,24,3.4285714285714284,5.0377,7.9128
ANAMBRA,9,11,1,21,49,15,64,140,4,0,2,1,8,0,0,0,0,0,1,0,0,0,0,0,2,0,Q3,2024,6.883333333333333,1.5266666666666666,85.39666666666666,0.7233333333333333,6.523333333333333,100.06,18.346666666666668,25.69666666666667,23.636666666666667,25.91,232.53333333333333,2.4466666666666668,2.083333333333333,85,4.047619047619048,6.21,7.07
BAUCHI,11,35,0,46,260,17,277,411,22,0,8,0,0,3,0,1,4,2,2,2,0,0,0,0,0,0,Q3,2024,8.51,1.9366666666666668,79.83,0.7066666666666667,10.063333333333334,95.33,17.14,25.096666666666664,21.706666666666667,25.290000000000003,206.63333333333333,2.793333333333333,1.586666666666667,323,7.021739130434782,10.3158,9.8442
BAYELSA,1,4,0,5,18,1,19,27,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,Q3,2024,6.2,1.346666666666667,86.25666666666666,0.87,7.293333333333334,101.07666666666668,18.33,25.646666666666665,23.796666666666667,25.95,227.63333333333333,2.4466666666666668,1.7033333333333334,24,4.8,4.7719000000000005,6.0699
BENUE,13,30,2,45,121,25,146,231,29,0,2,1,1,0,0,0,5,2,1,0,0,1,0,0,0,0,Q3,2024,7.416666666666667,1.64,82.03666666666668,0.6733333333333333,4.166666666666667,99.62666666666668,17.84,26.070000000000004,23.10333333333333,26.316666666666663,225.76666666666665,2.9133333333333336,2.0900000000000003,191,4.2444444444444445,7.1907,8.1297
BORNO,3,9,1,13,42,5,47,85,5,0,0,2,0,2,2,0,0,0,2,4,0,0,0,0,0,0,Q3,2024,8.149999999999999,1.8133333333333328,78.75,0.4466666666666666,5.5633333333333335,97.46,17.173333333333336,27.46666666666667,22.076666666666668,27.95,216.76666666666665,3.22,2.0866666666666664,60,4.615384615384615,11.8333,13.15
CROSS RIVER,5,10,2,17,34,6,40,87,9,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,1,0,Q3,2024,6.263333333333333,1.4,89.41666666666667,0.7533333333333333,3.9133333333333336,99.90333333333332,17.996666666666666,25.656666666666663,23.296666666666667,25.793333333333333,222.16666666666663,2.556666666666666,1.95,57,3.3529411764705883,5.9631,8.7268
DELTA,7,14,4,25,65,10,75,114,11,0,0,0,1,0,0,1,0,0,7,0,1,0,0,1,1,1,Q3,2024,6.359999999999999,1.3633333333333333,74.64333333333333,0.86,6.266666666666667,101.16666666666669,18.296666666666667,25.62333333333333,23.776666666666667,25.72666666666667,231.3,1.5133333333333334,0.4533333333333333,100,4.0,5.532,5.8987
EBONYI,9,9,4,22,29,11,40,94,11,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Q3,2024,7.083333333333333,1.5766666666666669,85.22,0.7233333333333333,4.12,100.22333333333334,18.14333333333333,26.026666666666667,23.48333333333333,26.186666666666667,225.66666666666663,2.703333333333333,2.036666666666666,62,2.8181818181818183,6.2649,8.013
EDO,9,23,3,35,99,12,111,245,12,0,2,3,4,0,0,2,0,1,3,3,0,0,0,0,1,2,Q3,2024,6.343333333333334,1.403333333333333,82.23,0.7566666666666667,6.109999999999999,100.17333333333332,18.26333333333333,25.316666666666663,23.58,25.453333333333333,235.8,1.8066666666666664,1.0533333333333337,146,4.171428571428572,6.5244,5.8987
EKITI,5,15,1,21,53,7,60,125,13,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,Q3,2024,6.626666666666666,1.4766666666666666,85.06,0.75,6.473333333333334,96.96666666666664,17.476666666666667,24.33,22.320000000000004,24.58,230.2,2.313333333333333,1.643333333333333,81,3.857142857142857,7.6656,5.3103
ENUGU,8,17,3,28,66,14,80,272,17,0,1,1,6,0,0,0,2,0,2,0,0,0,0,0,0,8,Q3,2024,6.883333333333333,1.5266666666666666,85.39666666666666,0.6766666666666667,4.92,99.51,18.076666666666668,25.606666666666666,23.3,25.74666666666667,233.3,2.776666666666667,2.083333333333333,108,3.857142857142857,6.5244,7.5086
FCT,37,95,27,159,323,56,379,881,115,2,10,12,4,0,2,4,5,0,13,2,0,0,0,0,5,1,Q3,2024,7.563333333333333,1.72,84.00333333333333,0.66,5.920000000000001,98.24333333333334,17.93,25.67333333333333,22.953333333333333,25.790000000000003,218.1,2.76,1.4633333333333336,538,3.3836477987421385,8.8941,7.186
GOMBE,8,49,3,60,226,13,239,395,33,1,5,4,5,0,0,0,2,2,0,2,0,0,0,0,1,1,Q3,2024,8.143333333333333,1.8233333333333333,79.26333333333334,0.7733333333333333,13.573333333333332,96.83333333333331,17.74,25.5,22.53333333333333,25.65333333333333,213.0666666666667,2.846666666666667,1.88,299,4.983333333333333,10.2892,11.167
IMO,4,9,1,14,39,1,40,93,4,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,Q3,2024,6.6000000000000005,1.4333333333333331,86.66333333333334,0.8133333333333334,7.343333333333334,100.54666666666668,18.42333333333333,25.71666666666667,23.78333333333333,25.9,230.0666666666667,2.1666666666666665,1.66,54,3.857142857142857,5.572,7.0588
JIGAWA,28,89,0,117,539,73,612,961,72,2,15,1,3,10,0,2,14,0,3,3,1,0,0,0,3,3,Q3,2024,8.886666666666667,1.9433333333333331,74.01666666666667,0.6066666666666666,10.243333333333334,96.62,17.44666666666667,26.52,22.19333333333333,26.58,219.53333333333333,1.9833333333333332,0.6699999999999999,729,6.230769230769231,12.228,9.561
KADUNA,36,82,6,124,504,106,610,1200,64,0,23,2,0,1,1,1,0,2,16,1,0,0,0,9,0,4,Q3,2024,7.356666666666666,1.6933333333333334,86.10333333333334,0.7799999999999999,12.116666666666667,94.23,17.186666666666667,23.936666666666667,21.576666666666668,24.183333333333334,207.4333333333333,2.793333333333333,1.78,734,5.919354838709677,10.3764,7.709799999999999
KANO,14,20,1,35,177,59,236,322,16,1,0,0,3,1,0,2,0,0,4,1,0,0,0,0,2,1,Q3,2024,8.493333333333334,1.8866666666666667,75.87333333333333,0.5566666666666666,9.893333333333333,96.13333333333333,17.153333333333332,26.386666666666667,21.83333333333333,26.376666666666665,212.3,1.8166666666666669,0.3633333333333333,271,7.742857142857143,11.999,8.522
KATSINA,8,9,0,17,90,26,116,123,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Q3,2024,8.459999999999999,1.893333333333333,74.21,0.6866666666666666,10.4,95.79,17.966666666666665,25.48333333333333,22.56,25.48333333333333,208.53333333333333,3.22,1.9933333333333332,133,7.823529411764706,12.9843,7.6223
KEBBI,9,20,1,30,99,32,131,274,18,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Q3,2024,8.633333333333333,1.893333333333333,73.32333333333334,0.73,18.27,98.35333333333334,18.896666666666665,26.64,23.82333333333333,26.57333333333333,207.26666666666665,2.1733333333333333,0.9566666666666668,161,5.366666666666666,12.4504,4.1999
KOGI,21,44,11,76,253,27,280,685,64,0,12,2,8,4,0,0,3,1,6,0,0,0,0,2,0,0,Q3,2024,7.266666666666667,1.6,81.75333333333333,0.62,4.44,99.07,17.736666666666668,25.97666666666667,22.91333333333333,26.33,225.5666666666667,2.793333333333333,2.146666666666667,356,4.684210526315789,7.733,6.6906
KWARA,14,37,2,53,198,32,230,395,34,0,5,7,0,0,0,0,2,0,0,0,0,0,0,0,0,4,Q3,2024,6.816666666666666,1.5566666666666666,81.66,0.5933333333333334,5.653333333333333,97.86,17.323333333333334,26.043333333333333,22.316666666666663,26.536666666666665,222.63333333333333,3.283333333333333,2.273333333333333,283,5.339622641509434,8.9669,4.3874
LAGOS,21,54,32,107,161,24,185,513,55,0,0,6,7,0,0,0,2,0,2,3,0,3,0,1,0,8,Q3,2024,6.743333333333333,1.4533333333333331,76.31,0.6466666666666666,3.9,100.98333333333332,18.13,25.64,23.596666666666664,25.94,226.66666666666663,1.8533333333333333,2.8866666666666667,292,2.7289719626168223,6.5244,3.3792
NASARAWA,10,88,3,101,303,17,320,549,60,1,4,2,0,1,0,0,17,0,8,3,0,1,0,4,7,4,Q3,2024,7.563333333333333,1.72,84.00333333333333,0.6733333333333333,8.133333333333333,98.44333333333331,17.866666666666664,25.62333333333333,22.93,25.796666666666667,224.13333333333333,2.7133333333333334,1.6366666666666667,421,4.1683168316831685,8.54,7.7197
NIGER,33,50,1,84,369,113,482,788,49,0,5,0,4,1,1,5,6,0,2,1,0,0,0,5,1,0,Q3,2024,7.22,1.6166666666666665,86.43666666666667,0.5299999999999999,5.1066666666666665,99.71666666666664,17.983333333333334,27.05333333333333,23.243333333333336,27.3,223.3,2.8000000000000003,1.5066666666666666,566,6.738095238095238,9.0819,6.019
OGUN,47,114,29,190,477,91,568,1506,133,0,25,10,6,6,0,1,9,0,10,1,1,1,0,2,2,9,Q3,2024,6.743333333333333,1.4533333333333331,76.31,0.7766666666666667,6.173333333333333,100.21999999999998,18.08333333333333,25.26333333333333,23.43,25.53,220.76666666666665,2.063333333333333,1.5233333333333334,758,3.9894736842105263,6.998,3.4737
ONDO,19,38,7,64,122,41,163,324,34,1,3,3,1,1,0,0,8,0,2,1,1,0,0,0,2,0,Q3,2024,6.626666666666666,1.4766666666666666,85.06,0.75,6.473333333333334,96.96666666666664,17.476666666666667,24.33,22.320000000000004,24.58,230.2,2.313333333333333,1.643333333333333,227,3.546875,7.2508,5.2103
OSUN,22,41,4,67,263,44,307,626,49,0,3,7,2,0,0,0,2,0,11,0,0,0,0,0,0,0,Q3,2024,5.963333333333334,1.3333333333333333,85.12,0.8366666666666666,7.16,98.33333333333331,17.756666666666664,24.69666666666667,22.80666666666667,24.826666666666668,223.26666666666665,1.86,1.29,374,5.582089552238806,7.5629,4.52
OYO,36,86,7,129,368,67,435,792,81,0,7,4,5,6,0,0,4,5,9,3,1,0,0,0,3,0,Q3,2024,6.016666666666667,1.34,81.09666666666668,0.7533333333333333,6.78,98.02,17.64,24.72666666666667,22.646666666666665,24.94,218.9,2.6300000000000003,2.19,564,4.372093023255814,7.85,3.933
PLATEAU,8,43,1,52,154,14,168,281,17,0,2,0,9,2,0,0,3,0,1,2,0,0,0,0,0,4,Q3,2024,7.826666666666667,1.79,82.09666666666668,0.7433333333333333,6.94,95.26333333333334,17.103333333333335,24.176666666666662,21.666666666666668,24.403333333333336,225.9333333333333,3.0033333333333334,1.9666666666666668,220,4.230769230769231,9.2182,9.517
RIVERS,5,5,3,13,24,5,29,64,7,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,Q3,2024,6.036666666666666,1.3166666666666669,86.78333333333335,0.87,7.636666666666667,100.95666666666666,18.36,25.636666666666667,23.796666666666667,25.72,223.3,1.87,1.096666666666667,42,3.230769230769231,4.8156,7.0498
SOKOTO,7,12,0,19,52,16,68,149,12,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,Q3,2024,8.926666666666668,1.9533333333333327,72.62666666666667,0.6666666666666666,12.25,97.96666666666664,18.72,26.703333333333333,23.60333333333333,26.73333333333333,204.03333333333333,2.7566666666666664,1.6366666666666667,87,4.578947368421052,13.0059,5.2476
TARABA,4,24,1,29,66,5,71,143,5,0,3,1,1,0,0,1,4,2,2,0,0,0,0,0,0,1,Q3,2024,6.993333333333333,1.6133333333333333,85.86,0.64,9.736666666666666,98.31,17.833333333333332,25.626666666666665,22.866666666666664,25.83333333333333,233.1,3.543333333333333,2.03,100,3.4482758620689653,8.8904,11.363
YOBE,6,32,1,39,167,7,174,302,16,0,9,0,0,4,0,0,6,0,0,1,0,0,0,0,0,1,Q3,2024,9.043333333333337,1.9833333333333332,76.89,0.5499999999999999,9.156666666666666,96.83,17.3,26.816666666666663,22.08333333333333,27.08,210.63333333333333,2.4766666666666666,1.34,213,5.461538461538462,12.0,11.5
ZAMFARA,4,7,0,11,30,12,42,57,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Q3,2024,8.456666666666665,1.8666666666666665,71.90333333333334,0.5666666666666668,6.056666666666668,95.21,17.133333333333333,25.58333333333333,21.686666666666667,26.03,199.6,3.263333333333333,2.013333333333333,53,4.818181818181818,12.1704,6.659
ABIA,5,15,0,20,99,22,121,208,10,0,5,0,1,0,0,3,0,0,1,0,0,0,0,0,1,1,Q4,2024,8.253333333333332,1.68,54.47666666666667,0.71,2.04,100.03333333333336,16.14,25.76,21.31,25.50333333333333,197.3,2.62,1.2633333333333334,141,7.05,5.4527,7.5248
ADAMAWA,4,45,4,53,150,8,158,465,40,1,0,1,0,2,0,5,2,0,0,0,0,0,0,0,0,0,Q4,2024,9.623333333333331,1.903333333333333,27.06,0.4266666666666667,0.4566666666666667,98.21,10.813333333333333,26.07,13.73,26.646666666666665,49.3,2.793333333333333,2.23,211,3.981132075471698,9.3265,12.3984
AKWA IBOM,7,8,2,17,34,15,49,95,18,2,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,Q4,2024,,,,,,,,,,,,,,66,3.882352941176471,5.0377,7.9128
ANAMBRA,7,17,1,25,103,12,115,274,12,1,1,1,7,1,0,5,3,0,1,0,0,0,0,0,0,0,Q4,2024,8.756666666666666,1.7666666666666666,44.41333333333333,0.7066666666666667,2.24,99.90666666666668,15.54,25.8,20.593333333333334,25.39333333333333,101.09999999999998,2.806666666666666,1.393333333333333,140,5.6,6.21,7.07
BAUCHI,18,62,3,83,395,36,431,670,27,0,6,0,0,9,0,3,0,6,6,6,0,0,0,0,0,0,Q4,2024,9.456666666666669,1.856666666666667,26.040000000000003,0.5066666666666667,0.5933333333333334,95.44,10.263333333333334,21.77333333333333,12.533333333333331,21.96333333333333,47.73333333333334,3.266666666666667,2.306666666666666,514,6.192771084337349,10.3158,9.8442
BAYELSA,0,5,0,5,13,0,13,26,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Q4,2024,7.73,1.5933333333333335,57.626666666666665,0.8566666666666668,3.16,100.9,17.703333333333333,26.536666666666665,23.063333333333333,26.586666666666662,280.8,2.026666666666667,1.1566666666666665,18,3.6,4.7719000000000005,6.0699
BENUE,13,31,5,49,143,22,165,333,30,1,3,1,2,0,0,9,3,0,0,0,0,0,0,0,0,0,Q4,2024,9.116666666666667,1.81,36.8,0.4766666666666667,0.98,99.5,11.93,26.96666666666667,15.51,27.536666666666665,107.73333333333336,4.61,2.29,214,4.36734693877551,7.1907,8.1297
BORNO,9,28,3,40,150,47,197,227,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q4,2024,9.566666666666666,1.84,25.37333333333333,0.2766666666666666,0.2366666666666666,97.64333333333332,8.549999999999999,24.290000000000003,9.72,25.096666666666664,47.36666666666667,3.2433333333333336,2.703333333333333,237,5.925,11.8333,13.15
CROSS RIVER,10,18,2,30,81,19,100,145,28,0,1,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,Q4,2024,8.416666666666666,1.75,56.89666666666667,0.65,1.7066666666666668,99.71999999999998,15.143333333333333,26.97,20.093333333333334,27.086666666666662,107.56666666666666,2.6466666666666665,1.2833333333333332,130,4.333333333333333,5.9631,8.7268
DELTA,7,27,6,40,126,8,134,359,28,1,7,2,0,0,1,1,1,0,2,1,4,0,0,0,0,0,Q4,2024,7.876666666666668,1.586666666666667,47.70000000000001,0.8533333333333334,3.71,100.99333333333334,17.86,26.223333333333333,23.21,26.063333333333333,265.5,1.2133333333333332,0.3633333333333333,174,4.35,5.532,5.8987
EBONYI,8,21,2,31,90,15,105,258,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Q4,2024,8.96,1.8233333333333333,46.85666666666666,0.5233333333333333,1.3066666666666666,100.06,12.73,27.563333333333333,16.669999999999998,27.96333333333333,108.36666666666667,4.1466666666666665,1.99,136,4.387096774193548,6.2649,8.013
EDO,21,21,7,49,129,28,157,357,43,0,4,0,5,0,0,3,0,0,7,0,0,0,0,0,0,2,Q4,2024,8.36,1.68,46.60333333333333,0.7366666666666667,2.7466666666666666,100.02333333333333,16.483333333333334,25.60333333333333,21.636666666666667,25.290000000000003,109.76666666666664,1.5199999999999998,0.7366666666666667,206,4.204081632653061,6.5244,5.8987
EKITI,4,14,2,20,118,6,124,205,13,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,Q4,2024,8.813333333333333,1.7533333333333332,38.81666666666666,0.7566666666666667,2.7466666666666666,96.86,14.963333333333331,24.46,19.49,23.98,117.43333333333334,2.09,1.05,144,7.2,7.6656,5.3103
ENUGU,16,40,9,65,190,36,226,582,50,0,8,0,18,0,0,11,1,0,4,0,0,0,0,0,0,2,Q4,2024,8.756666666666666,1.7666666666666666,44.41333333333333,0.5566666666666666,1.4966666666666668,99.35666666666668,13.253333333333332,26.416666666666668,17.46,26.23,113.2,3.766666666666667,1.7266666666666666,291,4.476923076923077,6.5244,7.5086
FCT,31,121,29,181,397,55,452,973,190,2,19,9,5,0,3,7,3,0,40,2,1,7,0,1,0,2,Q4,2024,9.44,1.8666666666666665,31.396666666666665,0.5166666666666667,1.4166666666666667,98.15666666666668,11.906666666666666,25.85,15.423333333333334,26.096666666666664,91.43333333333334,3.3833333333333333,1.7300000000000002,633,3.4972375690607733,8.8941,7.186
GOMBE,19,72,1,92,284,31,315,725,76,1,7,5,2,4,0,6,0,8,6,1,0,0,0,3,0,2,Q4,2024,9.533333333333331,1.85,25.60333333333333,0.63,0.6966666666666667,96.91666666666669,11.026666666666666,22.50333333333333,13.926666666666668,22.28,46.56666666666666,3.2466666666666666,2.31,407,4.423913043478261,10.2892,11.167
IMO,6,14,1,21,55,12,67,148,10,0,3,1,6,0,0,1,1,0,0,0,0,0,0,0,0,0,Q4,2024,8.253333333333332,1.68,54.47666666666667,0.8099999999999999,2.7066666666666666,100.37666666666668,16.540000000000003,25.973333333333333,21.776666666666667,25.73333333333333,200.33333333333331,2.36,1.17,88,4.190476190476191,5.572,7.0588
JIGAWA,38,73,2,113,559,269,828,1319,122,2,12,4,1,14,0,14,6,0,3,4,3,3,0,0,0,10,Q4,2024,9.363333333333332,1.7699999999999998,22.98333333333333,0.43,0.1399999999999999,96.83,9.45,21.28,11.243333333333332,21.30666666666667,62.1,2.433333333333333,1.0133333333333334,941,8.327433628318584,12.228,9.561
KADUNA,68,116,7,191,909,174,1083,1871,91,0,11,0,1,2,7,8,6,2,16,0,0,1,0,6,0,3,Q4,2024,9.38,1.856666666666667,27.97666666666667,0.6433333333333334,0.5499999999999999,94.25666666666666,10.79,21.22666666666667,13.35,20.98333333333333,69.86666666666667,4.046666666666667,2.95,1274,6.670157068062827,10.3764,7.709799999999999
KANO,14,36,2,52,162,26,188,312,43,0,2,1,0,1,3,3,0,0,5,0,0,0,0,0,1,4,Q4,2024,9.42,1.8066666666666664,24.55333333333333,0.4166666666666667,0.1433333333333333,96.33,9.326666666666666,20.986666666666668,11.113333333333337,20.936666666666667,64.10000000000001,2.2566666666666664,0.6733333333333333,240,4.615384615384615,11.999,8.522
KATSINA,10,17,1,28,148,42,190,264,18,0,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,Q4,2024,9.256666666666666,1.7533333333333332,22.68,0.4633333333333333,0.2466666666666666,95.99,9.283333333333331,20.49,10.783333333333331,20.226666666666667,84.96666666666667,4.003333333333333,2.796666666666667,218,7.785714285714286,12.9843,7.6223
KEBBI,13,27,0,40,210,26,236,322,33,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,Q4,2024,9.12,1.7166666666666668,23.57333333333333,0.5466666666666667,0.68,98.49666666666668,10.949999999999998,21.96,14.05,21.766666666666666,70.23333333333333,2.52,1.413333333333333,276,6.9,12.4504,4.1999
KOGI,28,44,6,78,336,51,387,765,14,0,5,2,14,3,0,7,4,0,5,0,1,0,0,1,0,1,Q4,2024,8.91,1.75,35.93,0.5333333333333333,1.4466666666666663,98.95333333333332,12.713333333333331,26.356666666666666,16.76,26.44,117.43333333333334,3.393333333333333,1.6666666666666667,465,5.961538461538462,7.733,6.6906
KWARA,17,33,4,54,233,56,289,507,52,0,6,5,1,0,0,7,0,0,0,1,0,0,0,0,0,4,Q4,2024,8.983333333333333,1.7700000000000002,35.27333333333333,0.5733333333333334,2.036666666666666,97.81333333333332,12.756666666666666,25.02,16.713333333333335,25.246666666666663,79.73333333333333,2.6766666666666663,1.68,343,6.351851851851852,8.9669,4.3874
LAGOS,29,86,41,156,260,46,306,780,106,0,1,4,10,1,0,9,4,0,9,0,0,0,1,1,0,10,Q4,2024,8.556666666666667,1.71,44.32333333333333,0.66,3.73,100.82333333333334,17.616666666666664,26.65333333333333,22.94333333333333,26.85333333333333,247.0666666666667,2.1633333333333336,1.68,462,2.9615384615384617,6.5244,3.3792
NASARAWA,27,83,17,127,436,37,473,928,91,1,6,0,8,0,0,7,23,0,14,0,0,0,0,1,0,13,Q4,2024,9.44,1.8666666666666665,31.396666666666665,0.5433333333333333,1.0433333333333332,98.34666666666664,12.266666666666666,25.633333333333336,16.05,25.676666666666662,105.43333333333332,2.623333333333333,1.66,600,4.724409448818897,8.54,7.7197
NIGER,52,69,6,127,760,152,912,1570,137,0,6,2,4,0,0,15,2,2,3,1,0,0,0,2,0,6,Q4,2024,9.2,1.7733333333333334,31.156666666666663,0.4233333333333333,1.3533333333333333,99.64666666666666,12.23,26.916666666666668,16.07,27.44,91.16666666666669,2.6666666666666665,1.49,1039,8.181102362204724,9.0819,6.019
OGUN,62,124,57,243,566,87,653,1849,306,2,34,11,10,5,0,20,17,0,21,2,2,0,0,0,0,10,Q4,2024,8.556666666666667,1.71,44.32333333333333,0.8099999999999999,4.083333333333333,100.07666666666668,16.953333333333333,25.55666666666667,22.153333333333336,25.426666666666662,94.83333333333331,1.7833333333333332,0.9,896,3.6872427983539096,6.998,3.4737
ONDO,21,55,11,87,185,44,229,506,102,1,6,2,3,1,0,7,5,0,6,1,0,0,0,0,0,0,Q4,2024,8.813333333333333,1.7533333333333332,38.81666666666666,0.7566666666666667,2.7466666666666666,96.86,14.963333333333331,24.46,19.49,23.98,117.43333333333334,2.09,1.05,316,3.632183908045977,7.2508,5.2103
OSUN,15,45,11,71,250,22,272,612,92,0,3,5,4,0,0,7,4,0,12,1,5,0,0,1,0,0,Q4,2024,8.493333333333332,1.6866666666666668,43.48,0.8766666666666666,4.293333333333333,98.21,15.806666666666668,24.71,20.626666666666665,24.266666666666666,107.36666666666667,1.75,0.7999999999999999,343,4.830985915492958,7.5629,4.52
OYO,53,92,16,161,401,90,491,1097,210,0,5,9,6,2,1,14,5,1,13,2,0,0,0,1,0,0,Q4,2024,8.446666666666667,1.67,42.09,0.82,4.223333333333334,97.92,14.606666666666667,24.4,19.23,23.866666666666664,98.66666666666669,2.82,1.41,652,4.049689440993789,7.85,3.933
PLATEAU,21,66,7,94,300,49,349,610,40,0,2,3,20,0,0,8,13,0,0,0,0,1,0,0,0,8,Q4,2024,9.55,1.9,26.94,0.4733333333333333,0.7366666666666667,95.22,9.833333333333334,24.616666666666664,11.386666666666668,24.92,43.6,3.956666666666667,3.4766666666666666,443,4.712765957446808,9.2182,9.517
RIVERS,2,4,0,6,26,3,29,35,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Q4,2024,7.463333333333334,1.5599999999999998,62.053333333333335,0.84,2.8966666666666665,100.78,17.366666666666664,26.24666666666667,22.71333333333333,26.05333333333333,291.90000000000003,1.7599999999999998,0.8266666666666667,35,5.833333333333333,4.8156,7.0498
SOKOTO,5,5,0,10,57,7,64,104,6,0,0,1,0,3,0,1,0,0,0,2,0,0,0,0,0,0,Q4,2024,9.19,1.7233333333333334,21.926666666666662,0.5466666666666667,0.5,98.14666666666666,10.663333333333334,21.16,13.52,20.716666666666665,79.73333333333333,3.6166666666666663,2.283333333333333,74,7.4,13.0059,5.2476
TARABA,4,15,1,20,67,10,77,109,16,0,3,1,2,1,0,0,6,0,0,0,0,0,0,0,0,0,Q4,2024,9.56,1.92,29.866666666666664,0.4866666666666666,0.6033333333333334,98.27,11.726666666666668,24.576666666666664,15.213333333333331,24.790000000000003,42.2,3.08,2.3766666666666665,97,4.85,8.8904,11.363
